borrow_id,date,season,year,month,hour,is_holiday,weekday,is_workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_users,suhu
4473,2011-07-10,fall,0,7,6,Tidak,Minggu,Bukan,Clear/Few clouds,22.08,0.5909,0.78,0.0896,8,17,25,hangat
4474,2011-07-10,fall,0,7,7,Tidak,Minggu,Bukan,Clear/Few clouds,24.9,0.6515,0.7,0.0896,27,38,65,hangat
4475,2011-07-10,fall,0,7,8,Tidak,Minggu,Bukan,Clear/Few clouds,25.84,0.6818,0.66,0.0,27,65,92,hangat
4476,2011-07-10,fall,0,7,9,Tidak,Minggu,Bukan,Clear/Few clouds,26.78,0.697,0.66,0.0896,62,107,169,hangat
4477,2011-07-10,fall,0,7,10,Tidak,Minggu,Bukan,Clear/Few clouds,27.72,0.697,0.55,0.1343,95,173,268,hangat
4478,2011-07-10,fall,0,7,11,Tidak,Minggu,Bukan,Clear/Few clouds,28.66,0.7273,0.55,0.194,110,177,287,hangat
4479,2011-07-10,fall,0,7,12,Tidak,Minggu,Bukan,Clear/Few clouds,30.54,0.7576,0.46,0.2836,133,244,377,hangat
4480,2011-07-10,fall,0,7,13,Tidak,Minggu,Bukan,Clear/Few clouds,29.6,0.7273,0.46,0.2985,139,228,367,hangat
4481,2011-07-10,fall,0,7,14,Tidak,Minggu,Bukan,Clear/Few clouds,30.54,0.7424,0.41,0.3284,122,227,349,hangat
4482,2011-07-10,fall,0,7,15,Tidak,Minggu,Bukan,Clear/Few clouds,31.48,0.7424,0.39,0.2836,142,219,361,hangat
4483,2011-07-10,fall,0,7,16,Tidak,Minggu,Bukan,Clear/Few clouds,31.48,0.7576,0.41,0.2836,128,244,372,hangat
4484,2011-07-10,fall,0,7,17,Tidak,Minggu,Bukan,Clear/Few clouds,31.48,0.7424,0.36,0.2239,146,217,363,hangat
4485,2011-07-10,fall,0,7,18,Tidak,Minggu,Bukan,Clear/Few clouds,30.54,0.7424,0.43,0.2836,141,222,363,hangat
4486,2011-07-10,fall,0,7,19,Tidak,Minggu,Bukan,Clear/Few clouds,29.6,0.7424,0.49,0.3284,120,183,303,hangat
4487,2011-07-10,fall,0,7,20,Tidak,Minggu,Bukan,Clear/Few clouds,27.72,0.697,0.55,0.194,101,167,268,hangat
4488,2011-07-10,fall,0,7,21,Tidak,Minggu,Bukan,Clear/Few clouds,26.78,0.6818,0.62,0.2537,65,162,227,hangat
4489,2011-07-10,fall,0,7,22,Tidak,Minggu,Bukan,Clear/Few clouds,26.78,0.697,0.66,0.2239,56,87,143,hangat
4490,2011-07-10,fall,0,7,23,Tidak,Minggu,Bukan,Clear/Few clouds,25.84,0.6818,0.66,0.2537,19,53,72,hangat
4491,2011-07-11,fall,0,7,0,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6515,0.65,0.194,10,25,35,hangat
4492,2011-07-11,fall,0,7,1,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6515,0.61,0.2836,5,5,10,hangat
4493,2011-07-11,fall,0,7,2,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6515,0.61,0.2239,8,4,12,hangat
4494,2011-07-11,fall,0,7,3,Tidak,Senin,Ya,Clear/Few clouds,23.96,0.6364,0.65,0.1642,2,8,10,hangat
4495,2011-07-11,fall,0,7,4,Tidak,Senin,Ya,Clear/Few clouds,23.02,0.6212,0.74,0.2239,0,4,4,hangat
4496,2011-07-11,fall,0,7,5,Tidak,Senin,Ya,Clear/Few clouds,23.02,0.6212,0.74,0.1343,5,21,26,hangat
4497,2011-07-11,fall,0,7,6,Tidak,Senin,Ya,Clear/Few clouds,23.96,0.6364,0.74,0.194,19,102,121,hangat
4498,2011-07-11,fall,0,7,7,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6667,0.74,0.2537,28,289,317,hangat
4499,2011-07-11,fall,0,7,8,Tidak,Senin,Ya,Clear/Few clouds,26.78,0.697,0.66,0.2836,35,385,420,hangat
4500,2011-07-11,fall,0,7,9,Tidak,Senin,Ya,Clear/Few clouds,28.66,0.7424,0.59,0.2985,41,167,208,hangat
4501,2011-07-11,fall,0,7,10,Tidak,Senin,Ya,Clear/Few clouds,29.6,0.7576,0.55,0.3582,44,73,117,hangat
4502,2011-07-11,fall,0,7,11,Tidak,Senin,Ya,Clear/Few clouds,30.54,0.7879,0.56,0.2985,39,89,128,hangat
4503,2011-07-11,fall,0,7,12,Tidak,Senin,Ya,Clear/Few clouds,31.48,0.803,0.53,0.2836,40,108,148,hangat
4504,2011-07-11,fall,0,7,13,Tidak,Senin,Ya,Clear/Few clouds,32.42,0.8182,0.5,0.2537,22,119,141,hangat
4505,2011-07-11,fall,0,7,14,Tidak,Senin,Ya,Clear/Few clouds,32.42,0.8333,0.53,0.2836,40,94,134,hangat
4506,2011-07-11,fall,0,7,15,Tidak,Senin,Ya,Clear/Few clouds,32.42,0.8485,0.56,0.4179,38,108,146,hangat
4507,2011-07-11,fall,0,7,16,Tidak,Senin,Ya,Clear/Few clouds,32.42,0.8485,0.56,0.3881,57,182,239,hangat
4508,2011-07-11,fall,0,7,17,Tidak,Senin,Ya,Clear/Few clouds,32.42,0.8485,0.56,0.4179,59,455,514,hangat
4509,2011-07-11,fall,0,7,18,Tidak,Senin,Ya,Clear/Few clouds,32.42,0.8333,0.53,0.3881,57,415,472,hangat
4510,2011-07-11,fall,0,7,19,Tidak,Senin,Ya,Clear/Few clouds,31.48,0.8333,0.59,0.3284,80,293,373,hangat
4511,2011-07-11,fall,0,7,20,Tidak,Senin,Ya,Clear/Few clouds,25.84,0.697,0.74,0.4179,42,194,236,hangat
4512,2011-07-11,fall,0,7,21,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.4179,21,109,130,hangat
4513,2011-07-11,fall,0,7,22,Tidak,Senin,Ya,Clear/Few clouds,25.84,0.697,0.74,0.1343,20,70,90,hangat
4514,2011-07-11,fall,0,7,23,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.1343,11,44,55,hangat
4515,2011-07-12,fall,0,7,0,Tidak,Selasa,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.1343,3,19,22,hangat
4516,2011-07-12,fall,0,7,1,Tidak,Selasa,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.0896,6,8,14,hangat
4517,2011-07-12,fall,0,7,2,Tidak,Selasa,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.1045,2,7,9,hangat
4518,2011-07-12,fall,0,7,3,Tidak,Selasa,Ya,Mist + Cloudy,24.9,0.6667,0.79,0.0,2,6,8,hangat
4519,2011-07-12,fall,0,7,4,Tidak,Selasa,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.1642,0,6,6,hangat
4520,2011-07-12,fall,0,7,5,Tidak,Selasa,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.0896,4,21,25,hangat
4521,2011-07-12,fall,0,7,6,Tidak,Selasa,Ya,Clear/Few clouds,26.78,0.6818,0.58,0.2239,13,102,115,hangat
4522,2011-07-12,fall,0,7,7,Tidak,Selasa,Ya,Clear/Few clouds,27.72,0.697,0.55,0.194,29,301,330,hangat
4523,2011-07-12,fall,0,7,8,Tidak,Selasa,Ya,Clear/Few clouds,27.72,0.7121,0.58,0.2239,35,382,417,hangat
4524,2011-07-12,fall,0,7,9,Tidak,Selasa,Ya,Clear/Few clouds,28.66,0.7273,0.55,0.4925,27,149,176,hangat
4525,2011-07-12,fall,0,7,10,Tidak,Selasa,Ya,Clear/Few clouds,30.54,0.7727,0.52,0.1642,38,85,123,hangat
4526,2011-07-12,fall,0,7,11,Tidak,Selasa,Ya,Clear/Few clouds,30.54,0.7727,0.52,0.1642,39,86,125,hangat
4527,2011-07-12,fall,0,7,12,Tidak,Selasa,Ya,Clear/Few clouds,32.42,0.7879,0.44,0.2985,38,125,163,hangat
4528,2011-07-12,fall,0,7,13,Tidak,Selasa,Ya,Clear/Few clouds,32.42,0.803,0.47,0.2239,32,104,136,hangat
4529,2011-07-12,fall,0,7,14,Tidak,Selasa,Ya,Clear/Few clouds,34.3,0.8485,0.42,0.2985,33,91,124,hangat
4530,2011-07-12,fall,0,7,15,Tidak,Selasa,Ya,Clear/Few clouds,34.3,0.8485,0.42,0.3582,37,111,148,hangat
4531,2011-07-12,fall,0,7,16,Tidak,Selasa,Ya,Clear/Few clouds,32.42,0.7879,0.44,0.2836,25,177,202,hangat
4532,2011-07-12,fall,0,7,17,Tidak,Selasa,Ya,Clear/Few clouds,33.36,0.8182,0.44,0.2836,48,380,428,hangat
4533,2011-07-12,fall,0,7,18,Tidak,Selasa,Ya,Clear/Few clouds,32.42,0.803,0.47,0.2985,39,472,511,hangat
4534,2011-07-12,fall,0,7,19,Tidak,Selasa,Ya,Clear/Few clouds,31.48,0.7576,0.44,0.2836,42,295,337,hangat
4535,2011-07-12,fall,0,7,20,Tidak,Selasa,Ya,Clear/Few clouds,30.54,0.7424,0.43,0.194,57,251,308,hangat
4536,2011-07-12,fall,0,7,21,Tidak,Selasa,Ya,Clear/Few clouds,30.54,0.7424,0.43,0.1045,49,209,258,hangat
4537,2011-07-12,fall,0,7,22,Tidak,Selasa,Ya,Clear/Few clouds,29.6,0.7273,0.46,0.1343,44,150,194,hangat
4538,2011-07-12,fall,0,7,23,Tidak,Selasa,Ya,Clear/Few clouds,28.66,0.7121,0.52,0.0,20,59,79,hangat
4539,2011-07-13,fall,0,7,0,Tidak,Rabu,Ya,Clear/Few clouds,27.72,0.7121,0.62,0.0,9,37,46,hangat
4540,2011-07-13,fall,0,7,1,Tidak,Rabu,Ya,Clear/Few clouds,27.72,0.697,0.55,0.0,1,11,12,hangat
4541,2011-07-13,fall,0,7,2,Tidak,Rabu,Ya,Clear/Few clouds,27.72,0.697,0.55,0.0,2,3,5,hangat
4542,2011-07-13,fall,0,7,3,Tidak,Rabu,Ya,Clear/Few clouds,26.78,0.6818,0.58,0.194,0,4,4,hangat
4543,2011-07-13,fall,0,7,4,Tidak,Rabu,Ya,Clear/Few clouds,26.78,0.6818,0.58,0.2537,0,5,5,hangat
4544,2011-07-13,fall,0,7,5,Tidak,Rabu,Ya,Clear/Few clouds,26.78,0.6818,0.58,0.194,4,22,26,hangat
4545,2011-07-13,fall,0,7,6,Tidak,Rabu,Ya,Clear/Few clouds,26.78,0.6818,0.58,0.1642,18,103,121,hangat
4546,2011-07-13,fall,0,7,7,Tidak,Rabu,Ya,Clear/Few clouds,27.72,0.697,0.55,0.2537,32,281,313,hangat
4547,2011-07-13,fall,0,7,8,Tidak,Rabu,Ya,Clear/Few clouds,29.6,0.7424,0.49,0.2537,31,418,449,hangat
4548,2011-07-13,fall,0,7,9,Tidak,Rabu,Ya,Clear/Few clouds,30.54,0.7424,0.41,0.194,23,163,186,hangat
4549,2011-07-13,fall,0,7,10,Tidak,Rabu,Ya,Clear/Few clouds,30.54,0.7576,0.46,0.194,33,80,113,hangat
4550,2011-07-13,fall,0,7,11,Tidak,Rabu,Ya,Clear/Few clouds,31.48,0.7424,0.39,0.1642,55,110,165,hangat
4551,2011-07-13,fall,0,7,12,Tidak,Rabu,Ya,Clear/Few clouds,31.48,0.7576,0.41,0.2836,40,134,174,hangat
4552,2011-07-13,fall,0,7,13,Tidak,Rabu,Ya,Light Snow/Rain,30.54,0.7576,0.46,0.1343,39,119,158,hangat
4553,2011-07-13,fall,0,7,14,Tidak,Rabu,Ya,Light Snow/Rain,30.54,0.7576,0.46,0.1343,27,89,116,hangat
4554,2011-07-13,fall,0,7,15,Tidak,Rabu,Ya,Light Snow/Rain,22.08,0.5606,0.94,0.1343,13,33,46,hangat
4555,2011-07-13,fall,0,7,16,Tidak,Rabu,Ya,Mist + Cloudy,23.02,0.5909,0.89,0.0,23,118,141,hangat
4556,2011-07-13,fall,0,7,17,Tidak,Rabu,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.0,70,418,488,hangat
4557,2011-07-13,fall,0,7,18,Tidak,Rabu,Ya,Clear/Few clouds,25.84,0.697,0.79,0.1343,51,412,463,hangat
4558,2011-07-13,fall,0,7,19,Tidak,Rabu,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.1045,79,340,419,hangat
4559,2011-07-13,fall,0,7,20,Tidak,Rabu,Ya,Clear/Few clouds,24.9,0.6667,0.84,0.1642,61,281,342,hangat
4560,2011-07-13,fall,0,7,21,Tidak,Rabu,Ya,Clear/Few clouds,24.9,0.6667,0.79,0.1045,56,194,250,hangat
4561,2011-07-13,fall,0,7,22,Tidak,Rabu,Ya,Clear/Few clouds,23.96,0.6364,0.83,0.194,48,136,184,hangat
4562,2011-07-13,fall,0,7,23,Tidak,Rabu,Ya,Clear/Few clouds,23.02,0.6061,0.83,0.2537,33,83,116,hangat
4563,2011-07-14,fall,0,7,0,Tidak,Kamis,Ya,Clear/Few clouds,23.02,0.6212,0.69,0.2985,14,32,46,hangat
4564,2011-07-14,fall,0,7,1,Tidak,Kamis,Ya,Clear/Few clouds,23.02,0.6212,0.61,0.2537,4,21,25,hangat
4565,2011-07-14,fall,0,7,2,Tidak,Kamis,Ya,Clear/Few clouds,22.08,0.6212,0.57,0.2985,3,7,10,hangat
4566,2011-07-14,fall,0,7,3,Tidak,Kamis,Ya,Clear/Few clouds,21.14,0.6212,0.57,0.2985,1,5,6,sedang
4567,2011-07-14,fall,0,7,4,Tidak,Kamis,Ya,Clear/Few clouds,21.14,0.6212,0.53,0.2537,0,6,6,sedang
4568,2011-07-14,fall,0,7,5,Tidak,Kamis,Ya,Clear/Few clouds,20.2,0.6212,0.56,0.2239,6,22,28,sedang
4569,2011-07-14,fall,0,7,6,Tidak,Kamis,Ya,Clear/Few clouds,20.2,0.6061,0.6,0.2239,14,116,130,sedang
4570,2011-07-14,fall,0,7,7,Tidak,Kamis,Ya,Clear/Few clouds,21.14,0.6212,0.53,0.2537,23,311,334,sedang
4571,2011-07-14,fall,0,7,8,Tidak,Kamis,Ya,Clear/Few clouds,22.08,0.6212,0.5,0.3582,53,433,486,hangat
4572,2011-07-14,fall,0,7,9,Tidak,Kamis,Ya,Clear/Few clouds,23.96,0.6364,0.47,0.2836,29,195,224,hangat
4573,2011-07-14,fall,0,7,10,Tidak,Kamis,Ya,Clear/Few clouds,24.9,0.6364,0.42,0.2537,32,95,127,hangat
4574,2011-07-14,fall,0,7,11,Tidak,Kamis,Ya,Clear/Few clouds,25.84,0.6515,0.37,0.2239,38,110,148,hangat
4575,2011-07-14,fall,0,7,12,Tidak,Kamis,Ya,Clear/Few clouds,26.78,0.6515,0.35,0.2537,51,172,223,hangat
4576,2011-07-14,fall,0,7,13,Tidak,Kamis,Ya,Clear/Few clouds,27.72,0.6667,0.33,0.3284,39,138,177,hangat
4577,2011-07-14,fall,0,7,14,Tidak,Kamis,Ya,Clear/Few clouds,26.78,0.6515,0.35,0.2836,49,129,178,hangat
4578,2011-07-14,fall,0,7,15,Tidak,Kamis,Ya,Clear/Few clouds,27.72,0.6667,0.33,0.2985,42,138,180,hangat
4579,2011-07-14,fall,0,7,16,Tidak,Kamis,Ya,Clear/Few clouds,27.72,0.6667,0.33,0.1343,43,231,274,hangat
4580,2011-07-14,fall,0,7,17,Tidak,Kamis,Ya,Clear/Few clouds,26.78,0.6515,0.37,0.1343,78,517,595,hangat
4581,2011-07-14,fall,0,7,18,Tidak,Kamis,Ya,Clear/Few clouds,25.84,0.6515,0.42,0.194,94,484,578,hangat
4582,2011-07-14,fall,0,7,19,Tidak,Kamis,Ya,Clear/Few clouds,25.84,0.6515,0.39,0.2239,67,333,400,hangat
4583,2011-07-14,fall,0,7,20,Tidak,Kamis,Ya,Clear/Few clouds,24.9,0.6364,0.42,0.2239,81,267,348,hangat
4584,2011-07-14,fall,0,7,21,Tidak,Kamis,Ya,Clear/Few clouds,23.02,0.6212,0.5,0.1343,58,203,261,hangat
4585,2011-07-14,fall,0,7,22,Tidak,Kamis,Ya,Clear/Few clouds,22.08,0.6212,0.57,0.0896,42,134,176,hangat
4586,2011-07-14,fall,0,7,23,Tidak,Kamis,Ya,Clear/Few clouds,22.08,0.6061,0.65,0.2537,27,97,124,hangat
4587,2011-07-15,fall,0,7,0,Tidak,Jum'at,Ya,Clear/Few clouds,21.14,0.5909,0.73,0.2239,23,57,80,sedang
4588,2011-07-15,fall,0,7,1,Tidak,Jum'at,Ya,Clear/Few clouds,21.14,0.5909,0.73,0.194,7,13,20,sedang
4589,2011-07-15,fall,0,7,2,Tidak,Jum'at,Ya,Clear/Few clouds,20.2,0.5758,0.78,0.1642,16,22,38,sedang
4590,2011-07-15,fall,0,7,3,Tidak,Jum'at,Ya,Clear/Few clouds,20.2,0.5909,0.73,0.194,1,6,7,sedang
4591,2011-07-15,fall,0,7,4,Tidak,Jum'at,Ya,Clear/Few clouds,20.2,0.5909,0.73,0.1642,2,8,10,sedang
4592,2011-07-15,fall,0,7,5,Tidak,Jum'at,Ya,Clear/Few clouds,20.2,0.5909,0.73,0.1343,7,16,23,sedang
4593,2011-07-15,fall,0,7,6,Tidak,Jum'at,Ya,Mist + Cloudy,20.2,0.5909,0.73,0.1045,12,108,120,sedang
4594,2011-07-15,fall,0,7,7,Tidak,Jum'at,Ya,Clear/Few clouds,22.08,0.6061,0.65,0.1045,17,257,274,hangat
4595,2011-07-15,fall,0,7,8,Tidak,Jum'at,Ya,Clear/Few clouds,22.08,0.6061,0.65,0.2537,50,514,564,hangat
4596,2011-07-15,fall,0,7,9,Tidak,Jum'at,Ya,Clear/Few clouds,23.96,0.6364,0.54,0.194,31,176,207,hangat
4597,2011-07-15,fall,0,7,10,Tidak,Jum'at,Ya,Mist + Cloudy,23.02,0.6212,0.61,0.1642,59,107,166,hangat
4598,2011-07-15,fall,0,7,11,Tidak,Jum'at,Ya,Clear/Few clouds,24.9,0.6515,0.54,0.1343,73,137,210,hangat
4599,2011-07-15,fall,0,7,12,Tidak,Jum'at,Ya,Clear/Few clouds,24.9,0.6515,0.48,0.194,61,177,238,hangat
4600,2011-07-15,fall,0,7,13,Tidak,Jum'at,Ya,Clear/Few clouds,24.9,0.6515,0.54,0.194,85,162,247,hangat
4601,2011-07-15,fall,0,7,14,Tidak,Jum'at,Ya,Clear/Few clouds,24.9,0.6515,0.51,0.194,105,160,265,hangat
4602,2011-07-15,fall,0,7,15,Tidak,Jum'at,Ya,Clear/Few clouds,25.84,0.6515,0.45,0.1642,74,163,237,hangat
4603,2011-07-15,fall,0,7,16,Tidak,Jum'at,Ya,Clear/Few clouds,25.84,0.6667,0.51,0.194,96,265,361,hangat
4604,2011-07-15,fall,0,7,17,Tidak,Jum'at,Ya,Clear/Few clouds,26.78,0.6667,0.42,0.2537,104,483,587,hangat
4605,2011-07-15,fall,0,7,18,Tidak,Jum'at,Ya,Clear/Few clouds,25.84,0.6515,0.45,0.2239,102,394,496,hangat
4606,2011-07-15,fall,0,7,19,Tidak,Jum'at,Ya,Clear/Few clouds,24.9,0.6364,0.45,0.2239,114,280,394,hangat
4607,2011-07-15,fall,0,7,20,Tidak,Jum'at,Ya,Clear/Few clouds,24.9,0.6515,0.51,0.2239,92,251,343,hangat
4608,2011-07-15,fall,0,7,21,Tidak,Jum'at,Ya,Clear/Few clouds,23.02,0.6212,0.54,0.1045,75,186,261,hangat
4609,2011-07-15,fall,0,7,22,Tidak,Jum'at,Ya,Clear/Few clouds,23.02,0.6212,0.57,0.2239,71,152,223,hangat
4610,2011-07-15,fall,0,7,23,Tidak,Jum'at,Ya,Clear/Few clouds,22.08,0.6212,0.61,0.1642,41,126,167,hangat
4611,2011-07-16,fall,0,7,0,Tidak,Sabtu,Bukan,Clear/Few clouds,21.14,0.6061,0.65,0.194,42,68,110,sedang
4612,2011-07-16,fall,0,7,1,Tidak,Sabtu,Bukan,Clear/Few clouds,20.2,0.5909,0.69,0.1045,24,51,75,sedang
4613,2011-07-16,fall,0,7,2,Tidak,Sabtu,Bukan,Clear/Few clouds,20.2,0.5909,0.73,0.1343,10,48,58,sedang
4614,2011-07-16,fall,0,7,3,Tidak,Sabtu,Bukan,Clear/Few clouds,20.2,0.5758,0.78,0.1343,6,20,26,sedang
4615,2011-07-16,fall,0,7,4,Tidak,Sabtu,Bukan,Clear/Few clouds,20.2,0.5909,0.73,0.0896,9,7,16,sedang
4616,2011-07-16,fall,0,7,5,Tidak,Sabtu,Bukan,Clear/Few clouds,19.26,0.5455,0.78,0.0896,4,6,10,sedang
4617,2011-07-16,fall,0,7,6,Tidak,Sabtu,Bukan,Clear/Few clouds,20.2,0.5758,0.78,0.1642,16,21,37,sedang
4618,2011-07-16,fall,0,7,7,Tidak,Sabtu,Bukan,Clear/Few clouds,21.14,0.5909,0.73,0.1343,14,38,52,sedang
4619,2011-07-16,fall,0,7,8,Tidak,Sabtu,Bukan,Clear/Few clouds,23.02,0.6212,0.65,0.1642,37,90,127,hangat
4620,2011-07-16,fall,0,7,9,Tidak,Sabtu,Bukan,Clear/Few clouds,24.9,0.6515,0.54,0.2239,72,150,222,hangat
4621,2011-07-16,fall,0,7,10,Tidak,Sabtu,Bukan,Clear/Few clouds,25.84,0.6667,0.54,0.194,114,208,322,hangat
4622,2011-07-16,fall,0,7,11,Tidak,Sabtu,Bukan,Clear/Few clouds,26.78,0.6667,0.48,0.2239,171,225,396,hangat
4623,2011-07-16,fall,0,7,12,Tidak,Sabtu,Bukan,Clear/Few clouds,27.72,0.6818,0.43,0.2836,187,276,463,hangat
4624,2011-07-16,fall,0,7,13,Tidak,Sabtu,Bukan,Clear/Few clouds,27.72,0.6818,0.45,0.2985,221,276,497,hangat
4625,2011-07-16,fall,0,7,14,Tidak,Sabtu,Bukan,Clear/Few clouds,26.78,0.6667,0.45,0.2985,201,232,433,hangat
4626,2011-07-16,fall,0,7,15,Tidak,Sabtu,Bukan,Clear/Few clouds,27.72,0.6818,0.45,0.3284,205,223,428,hangat
4627,2011-07-16,fall,0,7,16,Tidak,Sabtu,Bukan,Clear/Few clouds,27.72,0.6818,0.45,0.2836,183,242,425,hangat
4628,2011-07-16,fall,0,7,17,Tidak,Sabtu,Bukan,Clear/Few clouds,27.72,0.6818,0.45,0.2239,234,241,475,hangat
4629,2011-07-16,fall,0,7,18,Tidak,Sabtu,Bukan,Clear/Few clouds,27.72,0.6818,0.45,0.2836,185,243,428,hangat
4630,2011-07-16,fall,0,7,19,Tidak,Sabtu,Bukan,Clear/Few clouds,26.78,0.6818,0.48,0.194,164,242,406,hangat
4631,2011-07-16,fall,0,7,20,Tidak,Sabtu,Bukan,Clear/Few clouds,25.84,0.6667,0.51,0.2239,108,188,296,hangat
4632,2011-07-16,fall,0,7,21,Tidak,Sabtu,Bukan,Clear/Few clouds,24.9,0.6515,0.58,0.2239,85,167,252,hangat
4633,2011-07-16,fall,0,7,22,Tidak,Sabtu,Bukan,Clear/Few clouds,24.9,0.6515,0.65,0.2836,65,136,201,hangat
4634,2011-07-16,fall,0,7,23,Tidak,Sabtu,Bukan,Clear/Few clouds,23.96,0.6364,0.61,0.2239,61,107,168,hangat
4635,2011-07-17,fall,0,7,0,Tidak,Minggu,Bukan,Clear/Few clouds,23.02,0.6212,0.65,0.2239,34,91,125,hangat
4636,2011-07-17,fall,0,7,1,Tidak,Minggu,Bukan,Clear/Few clouds,22.08,0.6061,0.69,0.194,16,86,102,hangat
4637,2011-07-17,fall,0,7,2,Tidak,Minggu,Bukan,Clear/Few clouds,22.08,0.6061,0.69,0.2239,28,66,94,hangat
4638,2011-07-17,fall,0,7,3,Tidak,Minggu,Bukan,Clear/Few clouds,22.08,0.6061,0.69,0.2239,21,26,47,hangat
4639,2011-07-17,fall,0,7,4,Tidak,Minggu,Bukan,Clear/Few clouds,21.14,0.5909,0.73,0.1642,4,6,10,sedang
4640,2011-07-17,fall,0,7,5,Tidak,Minggu,Bukan,Clear/Few clouds,22.08,0.6061,0.69,0.2239,4,8,12,hangat
4641,2011-07-17,fall,0,7,6,Tidak,Minggu,Bukan,Clear/Few clouds,21.14,0.5909,0.73,0.1642,10,11,21,sedang
4642,2011-07-17,fall,0,7,7,Tidak,Minggu,Bukan,Clear/Few clouds,22.08,0.6061,0.73,0.1642,20,30,50,hangat
4643,2011-07-17,fall,0,7,8,Tidak,Minggu,Bukan,Clear/Few clouds,23.96,0.6364,0.65,0.2239,45,73,118,hangat
4644,2011-07-17,fall,0,7,9,Tidak,Minggu,Bukan,Clear/Few clouds,25.84,0.6667,0.58,0.2239,74,110,184,hangat
4645,2011-07-17,fall,0,7,10,Tidak,Minggu,Bukan,Clear/Few clouds,26.78,0.6818,0.6,0.2239,127,177,304,hangat
4646,2011-07-17,fall,0,7,11,Tidak,Minggu,Bukan,Clear/Few clouds,27.72,0.697,0.55,0.2836,147,244,391,hangat
4647,2011-07-17,fall,0,7,12,Tidak,Minggu,Bukan,Clear/Few clouds,27.72,0.697,0.55,0.2836,177,243,420,hangat
4648,2011-07-17,fall,0,7,13,Tidak,Minggu,Bukan,Clear/Few clouds,29.6,0.7424,0.49,0.2985,200,272,472,hangat
4649,2011-07-17,fall,0,7,14,Tidak,Minggu,Bukan,Clear/Few clouds,29.6,0.7424,0.49,0.3582,168,262,430,hangat
4650,2011-07-17,fall,0,7,15,Tidak,Minggu,Bukan,Clear/Few clouds,30.54,0.7424,0.43,0.2985,129,195,324,hangat
4651,2011-07-17,fall,0,7,16,Tidak,Minggu,Bukan,Clear/Few clouds,29.6,0.7273,0.46,0.2985,129,188,317,hangat
4652,2011-07-17,fall,0,7,17,Tidak,Minggu,Bukan,Clear/Few clouds,29.6,0.7424,0.49,0.3881,133,236,369,hangat
4653,2011-07-17,fall,0,7,18,Tidak,Minggu,Bukan,Clear/Few clouds,29.6,0.7273,0.46,0.2985,147,243,390,hangat
4654,2011-07-17,fall,0,7,19,Tidak,Minggu,Bukan,Clear/Few clouds,27.72,0.697,0.55,0.2836,145,234,379,hangat
4655,2011-07-17,fall,0,7,20,Tidak,Minggu,Bukan,Clear/Few clouds,27.72,0.7121,0.58,0.2537,85,177,262,hangat
4656,2011-07-17,fall,0,7,21,Tidak,Minggu,Bukan,Clear/Few clouds,26.78,0.6818,0.62,0.2239,59,148,207,hangat
4657,2011-07-17,fall,0,7,22,Tidak,Minggu,Bukan,Clear/Few clouds,25.84,0.6818,0.66,0.2239,65,116,181,hangat
4658,2011-07-17,fall,0,7,23,Tidak,Minggu,Bukan,Clear/Few clouds,24.9,0.6667,0.74,0.1343,39,54,93,hangat
4659,2011-07-18,fall,0,7,0,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6667,0.74,0.1343,21,30,51,hangat
4660,2011-07-18,fall,0,7,1,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6667,0.74,0.2239,17,8,25,hangat
4661,2011-07-18,fall,0,7,2,Tidak,Senin,Ya,Clear/Few clouds,23.02,0.6061,0.83,0.2239,2,8,10,hangat
4662,2011-07-18,fall,0,7,3,Tidak,Senin,Ya,Clear/Few clouds,23.02,0.6061,0.78,0.194,3,4,7,hangat
4663,2011-07-18,fall,0,7,4,Tidak,Senin,Ya,Clear/Few clouds,22.08,0.5909,0.78,0.1642,1,3,4,hangat
4664,2011-07-18,fall,0,7,5,Tidak,Senin,Ya,Clear/Few clouds,22.08,0.5909,0.78,0.1045,2,15,17,hangat
4665,2011-07-18,fall,0,7,6,Tidak,Senin,Ya,Clear/Few clouds,22.08,0.5758,0.83,0.1045,10,95,105,hangat
4666,2011-07-18,fall,0,7,7,Tidak,Senin,Ya,Clear/Few clouds,23.96,0.6364,0.74,0.2239,22,255,277,hangat
4667,2011-07-18,fall,0,7,8,Tidak,Senin,Ya,Clear/Few clouds,24.9,0.6515,0.7,0.194,18,329,347,hangat
